year,month,Product,UF,kg,US$_fob,km
2015,11,Soy Group,MT,219677995,88409811,0
2015,11,Soy Group,PR,214591911,81658663,0
2015,11,Soy Group,RS,550827498,207135487,0
2015,11,Soy Group,SC,79085088,30695340,0
2015,11,Soy Group,SP,37487198,14285039,0
2015,12,Soy Group,BA,92227556,37411389,0
2015,12,Soy Group,GO,14995068,5637188,0
2015,12,Soy Group,MS,131213053,50357387,0
2015,12,Soy Group,MT,122210081,47217647,0
2015,12,Soy Group,PR,247533649,94149507,0
2015,12,Soy Group,RS,56954895,20904724,0
2015,12,Soy Group,SC,57912865,22682409,0
2016,1,Soy Group,MS,31125570,11807814,0
2016,1,Soy Group,PR,236270378,88627879,0
2016,1,Soy Group,RS,59089502,20908567,0
2016,1,Soy Group,SC,65092000,25261064,0
2016,2,Soy Group,AM,29714231,10257947,0
2016,2,Soy Group,GO,84859235,28744094,0
2016,2,Soy Group,MG,31714135,11122850,0
2016,2,Soy Group,MS,113308604,40256981,0
2016,2,Soy Group,MT,552683611,192812826,0
2016,2,Soy Group,PR,544696078,187145753,0
2016,2,Soy Group,RO,32082107,11115041,0
2016,2,Soy Group,RS,106796362,37481195,0
2016,2,Soy Group,SC,91699973,32375098,0
2016,2,Soy Group,SP,255055447,89204289,0
2016,3,Soy Group,BA,106983442,38073143,0
2016,3,Soy Group,GO,877312156,299929420,0
2016,3,Soy Group,MA,92666965,33216621,0
2016,3,Soy Group,MG,332655503,114779873,0
2016,3,Soy Group,MS,917945427,317513144,0
2016,3,Soy Group,MT,3128656185,1097170790,0
2016,3,Soy Group,PA,19003111,6697039,0
2016,3,Soy Group,PR,1536700515,534735056,0
2016,3,Soy Group,RO,47842172,16568213,0
2016,3,Soy Group,RS,184069930,62998031,0
2016,3,Soy Group,SC,134295814,46850114,0
2016,3,Soy Group,SP,673487224,236513506,0
2016,3,Soy Group,TO,108134391,38118819,0
2016,4,Soy Group,BA,319234647,112692244,0
2016,4,Soy Group,GO,783587646,275938543,0
2016,4,Soy Group,MA,213812037,75515456,0
2016,4,Soy Group,MG,619946632,217141848,0
2016,4,Soy Group,MS,541113744,186661300,0
2016,4,Soy Group,MT,2958938958,1031758007,0
2016,4,Soy Group,PA,33903871,11818920,0
2016,4,Soy Group,PI,32913559,11814651,0
2016,4,Soy Group,PR,1639070831,572845782,0
2016,4,Soy Group,RO,148498102,50417215,0
2016,4,Soy Group,RS,1160658796,407415875,0
2016,4,Soy Group,SC,264782802,90858559,0
2016,4,Soy Group,SP,631866958,221309615,0
2016,4,Soy Group,TO,295541810,104147643,0
2016,5,Soy Group,BA,352879352,127584289,0
2016,5,Soy Group,GO,612007955,221234720,0
2016,5,Soy Group,MA,159704955,58949472,0
2016,5,Soy Group,MG,487692533,178386893,0
2016,5,Soy Group,MS,471562114,169336220,0
2016,5,Soy Group,MT,2888071502,1045184485,0
2016,5,Soy Group,PA,114332230,41332647,0
2016,5,Soy Group,PI,76186665,27986870,0
2016,5,Soy Group,PR,1176605601,423971481,0
2016,5,Soy Group,RO,141093125,48462698,0
2016,5,Soy Group,RS,1881963266,694861451,0
2016,5,Soy Group,SC,272715232,95901382,0
2016,5,Soy Group,SP,591415864,219111380,0
2016,5,Soy Group,TO,270381801,97939860,0
2016,6,Soy Group,BA,81547725,30539878,0
2016,6,Soy Group,GO,481914256,184546170,0
2016,6,Soy Group,MA,148232869,54980874,0
2016,6,Soy Group,MG,378452252,142343831,0
2016,6,Soy Group,MS,295510781,110168888,0
2016,6,Soy Group,MT,2227774148,853377793,0
2016,6,Soy Group,PA,115863200,44602467,0
2016,6,Soy Group,PI,64342797,23460650,0
2016,6,Soy Group,PR,949494232,358226837,0
2016,6,Soy Group,RO,66855516,26789012,0
2016,6,Soy Group,RS,1738369660,687714426,0
2016,6,Soy Group,SC,219046861,78751348,0
2016,6,Soy Group,SP,483288813,191267304,0
2016,6,Soy Group,TO,198776270,73892814,0
2016,7,Soy Group,BA,79793201,31679788,0
2016,7,Soy Group,GO,340513677,138914243,0
2016,7,Soy Group,MA,66876637,26370911,0
2016,7,Soy Group,MG,247356970,101804605,0
2016,7,Soy Group,MS,289377952,123621360,0
2016,7,Soy Group,MT,1309674749,548954085,0
2016,7,Soy Group,PA,182826033,76452991,0
2016,7,Soy Group,PI,11863258,4759082,0
2016,7,Soy Group,PR,772510551,313202613,0
2016,7,Soy Group,RO,42259991,17564788,0
2016,7,Soy Group,RS,1671163289,712871586,0
2016,7,Soy Group,SC,169903329,69411222,0
2016,7,Soy Group,SP,311040858,138714496,0
2016,7,Soy Group,TO,110339744,44937932,0
2016,8,Soy Group,BA,247868791,95670066,0
2016,8,Soy Group,GO,273712559,109701459,0
2016,8,Soy Group,MA,183762124,75466511,0
2016,8,Soy Group,MG,126752959,48991094,0
2016,8,Soy Group,MS,115018425,47862740,0
2016,8,Soy Group,MT,576711578,238739155,0
2016,8,Soy Group,PA,183699854,74472451,0
2016,8,Soy Group,PI,40875923,15930961,0
2016,8,Soy Group,PR,349704080,146630159,0
2016,8,Soy Group,RS,1327413374,569316700,0
2016,8,Soy Group,SC,124396142,57728477,0
2016,8,Soy Group,SP,156723117,65533078,0
2016,8,Soy Group,TO,86082153,35100335,0
2016,9,Soy Group,AP,25121480,10318899,0
2016,9,Soy Group,BA,71853729,29465625,0
2016,9,Soy Group,GO,75638205,32133766,0
2016,9,Soy Group,MA,76037421,30376858,0
2016,9,Soy Group,MG,43114751,17639106,0
2016,9,Soy Group,MS,62362057,27029989,0
2016,9,Soy Group,MT,186194504,74902741,0
2016,9,Soy Group,PA,21351074,8698543,0
2016,9,Soy Group,PI,28354978,11398405,0
2016,9,Soy Group,PR,284849946,123202004,0
2016,9,Soy Group,RS,487568270,206872433,0
2016,9,Soy Group,SC,44276664,19276720,0
2016,9,Soy Group,SP,25557121,10068282,0
2016,10,Soy Group,BA,70342795,28000353,0
2016,10,Soy Group,GO,19290768,7869463,0
2016,10,Soy Group,MG,14088078,5995334,0
2016,10,Soy Group,MT,67194801,27273906,0
2016,10,Soy Group,PR,298009166,125790447,0
2016,10,Soy Group,RR,16367375,6899012,0
2016,10,Soy Group,RS,445730805,184444358,0
2016,10,Soy Group,SC,35656420,14896849,0
2016,11,Soy Group,MT,40888128,17234754,0
2016,11,Soy Group,RS,202478270,81994602,0
2016,11,Soy Group,SC,59249569,25126254,0
2016,12,Soy Group,BA,70405782,29215831,0
2016,12,Soy Group,MT,33908699,15290609,0
2016,12,Soy Group,PR,182181176,77472816,0
2016,12,Soy Group,RS,264128270,106435653,0
2016,12,Soy Group,SC,83164619,36345957,0
2016,12,Soy Group,SP,13699622,5730552,0
2017,1,Soy Group,GO,43090066,17325820,0
2017,1,Soy Group,MG,17298873,6948875,0
2017,1,Soy Group,MS,65084346,25803088,0
2017,1,Soy Group,MT,195418599,78578215,0
2017,1,Soy Group,PR,145686644,57558694,0
2017,1,Soy Group,RS,312119608,123475510,0
2017,1,Soy Group,SC,46027953,19379040,0
2017,1,Soy Group,SP,22558756,8962402,0
2017,2,Soy Group,DF,52657443,20670911,0
2017,2,Soy Group,GO,347421691,138116306,0
2017,2,Soy Group,MG,67879017,26707322,0
2017,2,Soy Group,MS,221461897,88680091,0
2017,2,Soy Group,MT,1450441057,577138553,0
2017,2,Soy Group,PR,601837205,242119816,0
2017,2,Soy Group,RO,24748960,9793783,0
2017,2,Soy Group,RS,90083993,36722897,0
2017,2,Soy Group,SC,227522398,93305318,0
2017,2,Soy Group,SP,89564538,36293834,0
2017,3,Soy Group,BA,175943528,70106615,0
2017,3,Soy Group,DF,49570390,19460737,0
2017,3,Soy Group,GO,940387863,369049196,0
2017,3,Soy Group,MA,138660669,54687964,0
2017,3,Soy Group,MG,395911596,154937488,0
2017,3,Soy Group,MS,755630570,295287697,0
2017,3,Soy Group,MT,2761813595,1086459045,0
2017,3,Soy Group,ND,28577080,11145534,0
2017,3,Soy Group,PA,51842785,19946530,0
2017,3,Soy Group,PI,19324680,7681276,0
2017,3,Soy Group,PR,1710402884,677988354,0
2017,3,Soy Group,RO,92413993,36672667,0
2017,3,Soy Group,RS,629177578,247193190,0
2017,3,Soy Group,SC,203462501,85850505,0
2017,3,Soy Group,SP,503300660,195065296,0
2017,3,Soy Group,TO,194448725,75020701,0
2017,4,Soy Group,BA,301015884,115441178,0
2017,4,Soy Group,DF,58152346,22729285,0
2017,4,Soy Group,GO,765067629,290973228,0
2017,4,Soy Group,MA,243442944,93405969,0
2017,4,Soy Group,MG,451390597,173185622,0
2017,4,Soy Group,MS,569943394,215151630,0
2017,4,Soy Group,MT,3091519638,1166067276,0
2017,4,Soy Group,ND,29699569,11109255,0
2017,4,Soy Group,PA,74163495,27925477,0
2017,4,Soy Group,PI,86225294,32592692,0
2017,4,Soy Group,PR,1347958108,512750549,0
2017,4,Soy Group,RO,91410822,34450913,0
2017,4,Soy Group,RS,1473146413,551203248,0
2017,4,Soy Group,SC,205198425,78468797,0
2017,4,Soy Group,SP,904476607,342680536,0
2017,4,Soy Group,TO,394439290,150252729,0
2017,5,Soy Group,BA,460764858,170606066,0
2017,5,Soy Group,DF,13250158,4977019,0
2017,5,Soy Group,GO,607652650,227966822,0
2017,5,Soy Group,MA,345877625,131674995,0
2017,5,Soy Group,MG,544917071,200404741,0
2017,5,Soy Group,MS,431862705,158002439,0
2017,5,Soy Group,MT,3012768940,1116689378,0
2017,5,Soy Group,ND,58322061,21432866,0
2017,5,Soy Group,PA,171885974,64201256,0
2017,5,Soy Group,PI,135514643,51043039,0
2017,5,Soy Group,PR,1362108654,500931064,0
2017,5,Soy Group,RO,97520144,34658244,0
2017,5,Soy Group,RS,1830536687,672277547,0
2017,5,Soy Group,SC,355143948,132217255,0
2017,5,Soy Group,SP,701168257,258835034,0
2017,5,Soy Group,TO,423471965,159641714,0
2017,6,Soy Group,BA,369468355,136455765,0
2017,6,Soy Group,DF,42650683,15601464,0
2017,6,Soy Group,GO,637362781,236180144,0
2017,6,Soy Group,MA,293170578,108614622,0
2017,6,Soy Group,MG,323562563,119473894,0
2017,6,Soy Group,MS,435235129,157445641,0
2017,6,Soy Group,MT,2711072508,985108444,0
2017,6,Soy Group,ND,31158296,11161176,0
2017,6,Soy Group,PA,207664325,75338194,0
2017,6,Soy Group,PI,190923566,70768799,0
2017,6,Soy Group,PR,1267924994,462059481,0
2017,6,Soy Group,RO,71787112,25575807,0
2017,6,Soy Group,RS,1260640246,460902792,0
2017,6,Soy Group,SC,171428849,62027980,0
2017,6,Soy Group,SP,513368158,184522371,0
2017,6,Soy Group,TO,305357928,112958167,0
2017,7,Soy Group,BA,290662209,106577755,0
2017,7,Soy Group,DF,20785996,7535745,0
2017,7,Soy Group,GO,532105799,196066231,0
2017,7,Soy Group,MA,304398062,109870648,0
2017,7,Soy Group,MG,292261416,106812587,0
2017,7,Soy Group,MS,364072766,130430316,0
2017,7,Soy Group,MT,1501203563,543224933,0
2017,7,Soy Group,PA,152180131,54122019,0
2017,7,Soy Group,PI,83447301,30706795,0
2017,7,Soy Group,PR,1223669061,447341481,0
2017,7,Soy Group,RO,68408659,23454439,0
2017,7,Soy Group,RS,1386530050,512982623,0
2017,7,Soy Group,SC,136288965,50188699,0
2017,7,Soy Group,SP,264965145,95487067,0
2017,7,Soy Group,TO,188350562,68059904,0
2017,8,Soy Group,BA,537651279,204615842,0
2017,8,Soy Group,DF,13446474,5005209,0
2017,8,Soy Group,ES,11020320,4336937,0
2017,8,Soy Group,GO,378976038,143246049,0
2017,8,Soy Group,MA,324733958,122812880,0
2017,8,Soy Group,MG,185247160,69970222,0
2017,8,Soy Group,MS,275969733,103508412,0
2017,8,Soy Group,MT,926563482,347244900,0
2017,8,Soy Group,PA,216105221,79804446,0
2017,8,Soy Group,PI,85162843,33192357,0
2017,8,Soy Group,PR,892019166,335520937,0
2017,8,Soy Group,RS,1547237337,578837921,0
2017,8,Soy Group,SC,139437704,51635218,0
2017,8,Soy Group,SP,172226196,65290662,0
2017,8,Soy Group,TO,195793836,72231106,0
2017,9,Soy Group,AP,30660296,11980817,0
2017,9,Soy Group,BA,322326410,123441594,0
2017,9,Soy Group,ES,21113130,7775544,0
2017,9,Soy Group,GO,238818151,90233897,0
2017,9,Soy Group,MA,163634913,61097849,0
2017,9,Soy Group,MG,122890304,46393288,0
2017,9,Soy Group,MS,113840140,42733983,0
2017,9,Soy Group,MT,542426390,206406614,0
2017,9,Soy Group,PA,97199800,35134311,0
2017,9,Soy Group,PI,103306868,39669341,0
2017,9,Soy Group,PR,767928978,288616058,0
2017,9,Soy Group,RS,1320579261,496374540,0
2017,9,Soy Group,SC,137691716,50265923,0
2017,9,Soy Group,SP,114352282,43711661,0
2017,9,Soy Group,TO,148644703,55793671,0
2017,10,Soy Group,AP,20510000,7527170,0
2017,10,Soy Group,BA,321316222,121258990,0
2017,10,Soy Group,GO,140279295,53040363,0
2017,10,Soy Group,MA,33184058,12110438,0
2017,10,Soy Group,MG,100977370,37739794,0
2017,10,Soy Group,MS,67632772,25991547,0
2017,10,Soy Group,MT,164701477,62565341,0
2017,10,Soy Group,PI,12909063,4932947,0
2017,10,Soy Group,PR,590628529,224965450,0
2017,10,Soy Group,RS,839721289,316377519,0
2017,10,Soy Group,SC,89565982,33396346,0
2017,10,Soy Group,SP,19068996,7127485,0
2017,10,Soy Group,TO,78213588,29182317,0
2017,11,Soy Group,BA,171750559,65152509,0
2017,11,Soy Group,ES,29150000,11519498,0
2017,11,Soy Group,GO,72271506,27481240,0
2017,11,Soy Group,MA,22348114,8575181,0
2017,11,Soy Group,MG,51974037,19689139,0
2017,11,Soy Group,MS,24826210,9486554,0
2017,11,Soy Group,MT,182989685,69880122,0
2017,11,Soy Group,PI,32307682,12410722,0
2017,11,Soy Group,PR,577895721,218511845,0
2017,11,Soy Group,RO,10565240,4144109,0
2017,11,Soy Group,RR,53938697,21414272,0
2017,11,Soy Group,RS,746405410,283786575,0
2017,11,Soy Group,SC,71775817,27349863,0
2017,11,Soy Group,SP,19833228,7588236,0
2017,11,Soy Group,TO,69604025,26462415,0
2017,12,Soy Group,BA,141749248,53261725,0
2017,12,Soy Group,ES,33010710,13017113,0
2017,12,Soy Group,GO,101565385,39246680,0
2017,12,Soy Group,MA,18369428,7081016,0
2017,12,Soy Group,MG,71760134,28187716,0
2017,12,Soy Group,MS,132756526,51400908,0
2017,12,Soy Group,MT,229329840,91634713,0
2017,12,Soy Group,PI,71896550,27617410,0
2017,12,Soy Group,PR,436338907,168231238,0
2017,12,Soy Group,RO,38145274,14858347,0
2017,12,Soy Group,RS,913104559,353916738,0
2017,12,Soy Group,SC,61073791,23011795,0
2017,12,Soy Group,SP,83444251,32805930,0
2017,12,Soy Group,TO,16487827,6306184,0
2018,1,Soy Group,BA,11357360,4111954,0
2018,1,Soy Group,ES,31618160,12438268,0
2018,1,Soy Group,GO,211865504,80446738,0
2018,1,Soy Group,MG,41452763,15722645,0
2018,1,Soy Group,MS,124159474,47903164,0
2018,1,Soy Group,MT,176819829,67261335,0
2018,1,Soy Group,PR,345094090,131025265,0
2018,1,Soy Group,RS,476616514,180959763,0
2018,1,Soy Group,SC,86833348,32522699,0
2018,1,Soy Group,SP,55075908,20827706,0
2018,2,Soy Group,BA,29507738,11246741,0
2018,2,Soy Group,DF,73199284,27038542,0
2018,2,Soy Group,GO,209322809,80296798,0
2018,2,Soy Group,MA,40519551,15431163,0
2018,2,Soy Group,MG,31092475,12529290,0
2018,2,Soy Group,MS,36761921,13973786,0
2018,2,Soy Group,MT,972850327,367959084,0
2018,2,Soy Group,PI,21635627,8254927,0
2018,2,Soy Group,PR,409197883,157037200,0
2018,2,Soy Group,RO,65596173,24718727,0
2018,2,Soy Group,RS,518698218,200137592,0
2018,2,Soy Group,SC,51613650,19819408,0
2018,2,Soy Group,SP,110381559,41548815,0
2018,3,Soy Group,BA,190775222,76332544,0
2018,3,Soy Group,GO,808081871,317603998,0
2018,3,Soy Group,MA,136640965,52800983,0
2018,3,Soy Group,MG,404008272,159400269,0
2018,3,Soy Group,MS,578383143,223371722,0
2018,3,Soy Group,MT,3113506260,1198203373,0
2018,3,Soy Group,PA,38681520,14637454,0
2018,3,Soy Group,PI,21783201,8494554,0
2018,3,Soy Group,PR,1123452660,441692205,0
2018,3,Soy Group,RO,135894605,51038213,0
2018,3,Soy Group,RS,896986579,360245684,0
2018,3,Soy Group,SC,89570845,35830604,0
2018,3,Soy Group,SP,672973186,262556069,0
2018,3,Soy Group,TO,157051189,59911741,0
2018,4,Soy Group,BA,233949677,95958122,0
2018,4,Soy Group,DF,27129323,11097366,0
2018,4,Soy Group,GO,801088223,321749893,0
2018,4,Soy Group,MA,235897057,91682211,0
2018,4,Soy Group,MG,620259666,245644036,0
2018,4,Soy Group,MS,578062253,232596052,0
2018,4,Soy Group,MT,2783905578,1094157510,0
2018,4,Soy Group,PA,132661770,52643850,0
2018,4,Soy Group,PI,66908573,26284587,0
2018,4,Soy Group,PR,1562108401,634728238,0
2018,4,Soy Group,RO,150653288,57783464,0
2018,4,Soy Group,RS,1312101807,549526365,0
2018,4,Soy Group,SC,182523576,74067819,0
2018,4,Soy Group,SP,786484129,313876360,0
2018,4,Soy Group,TO,413668884,160163756,0
2018,5,Soy Group,BA,385286089,158635333,0
2018,5,Soy Group,DF,49456051,21260523,0
2018,5,Soy Group,GO,1002261350,409320343,0
2018,5,Soy Group,MA,317217483,127661917,0
2018,5,Soy Group,MG,768151229,309573265,0
2018,5,Soy Group,MS,618156386,249089172,0
2018,5,Soy Group,MT,3134328836,1258937360,0
2018,5,Soy Group,ND,27565220,11588635,0
2018,5,Soy Group,PA,191334432,76233698,0
2018,5,Soy Group,PI,200704791,81511594,0
2018,5,Soy Group,PR,1212946861,497230773,0
2018,5,Soy Group,RO,82738655,32190830,0
2018,5,Soy Group,RS,1850482518,758794234,0
2018,5,Soy Group,SC,276527388,112252899,0
2018,5,Soy Group,SP,1086984815,432690916,0
2018,5,Soy Group,TO,580389798,233594945,0
2018,6,Soy Group,AL,21504517,9103077,0
2018,6,Soy Group,BA,233778392,94732972,0
2018,6,Soy Group,DF,58318070,23937984,0
2018,6,Soy Group,GO,820572598,332597434,0
2018,6,Soy Group,MA,388696514,155552992,0
2018,6,Soy Group,MG,565237606,231965292,0
2018,6,Soy Group,MS,794380596,321953240,0
2018,6,Soy Group,MT,2564519017,1036014539,0
2018,6,Soy Group,ND,17728890,7336423,0
2018,6,Soy Group,PA,219780496,88441616,0
2018,6,Soy Group,PI,226165117,88592882,0
2018,6,Soy Group,PR,1683985627,680525406,0
2018,6,Soy Group,RO,116047419,46434576,0
2018,6,Soy Group,RS,1124541372,448961071,0
2018,6,Soy Group,SC,238639701,95254135,0
2018,6,Soy Group,SP,586742173,240601342,0
2018,6,Soy Group,TO,314376795,125905641,0
2018,7,Soy Group,BA,515603399,205076123,0
2018,7,Soy Group,DF,23837177,9333175,0
2018,7,Soy Group,GO,748923974,300609612,0
2018,7,Soy Group,MA,448943268,179604108,0
2018,7,Soy Group,MG,706155654,288456140,0
2018,7,Soy Group,MS,578440339,235548883,0
2018,7,Soy Group,MT,2563889090,1020976348,0
2018,7,Soy Group,PA,263598438,104622993,0
2018,7,Soy Group,PI,223748865,90405342,0
2018,7,Soy Group,PR,1422448204,574607414,0
2018,7,Soy Group,RO,115246429,45677206,0
2018,7,Soy Group,RS,1062620991,420891317,0
2018,7,Soy Group,SC,274654324,109198998,0
2018,7,Soy Group,SP,409896092,163726064,0
2018,7,Soy Group,TO,361173576,144167529,0
2018,8,Soy Group,BA,533921849,210102221,0
2018,8,Soy Group,DF,33760341,13231946,0
2018,8,Soy Group,GO,698172357,279551860,0
2018,8,Soy Group,MA,398800083,155436361,0
2018,8,Soy Group,MG,476254494,189026751,0
2018,8,Soy Group,MS,395848395,158758911,0
2018,8,Soy Group,MT,1227286590,487402428,0
2018,8,Soy Group,ND,27745437,11058826,0
2018,8,Soy Group,PA,235867081,94125838,0
2018,8,Soy Group,PI,265266226,101962774,0
2018,8,Soy Group,PR,1352959574,544200492,0
2018,8,Soy Group,RO,47165070,18078388,0
2018,8,Soy Group,RS,1440390873,560882445,0
2018,8,Soy Group,SC,407655558,160791120,0
2018,8,Soy Group,SP,211971221,82846913,0
2018,8,Soy Group,TO,320844778,124342758,0
2018,9,Soy Group,BA,312900272,121489384,0
2018,9,Soy Group,GO,317066908,125247007,0
2018,9,Soy Group,MA,127939143,50233826,0
2018,9,Soy Group,MG,206728531,81690661,0
2018,9,Soy Group,MS,184657389,76681731,0
2018,9,Soy Group,MT,466543492,185913934,0
2018,9,Soy Group,ND,138842909,54216666,0
2018,9,Soy Group,PA,54148989,21835816,0
2018,9,Soy Group,PI,118891892,45668765,0
2018,9,Soy Group,PR,943221308,391992056,0
2018,9,Soy Group,RS,1157243071,455026574,0
2018,9,Soy Group,SC,204119086,76864611,0
2018,9,Soy Group,SP,154018730,60187864,0
2018,9,Soy Group,TO,82455680,31494635,0
2018,10,Soy Group,AP,46599629,18442011,0
2018,10,Soy Group,BA,518043618,201381735,0
2018,10,Soy Group,DF,19455261,7388777,0
2018,10,Soy Group,GO,246171500,99885975,0
2018,10,Soy Group,MA,258541830,100398134,0
2018,10,Soy Group,MG,190351512,74673237,0
2018,10,Soy Group,MS,265218915,106885947,0
2018,10,Soy Group,MT,510365627,201375334,0
2018,10,Soy Group,ND,297936506,116345820,0
2018,10,Soy Group,PA,61995243,22968849,0
2018,10,Soy Group,PI,192565622,73482318,0
2018,10,Soy Group,PR,912896325,364639085,0
2018,10,Soy Group,RS,1204653786,468901619,0
2018,10,Soy Group,SC,256994494,98443293,0
2018,10,Soy Group,SP,41901340,16736582,0
2018,10,Soy Group,TO,158234165,61755843,0
2018,11,Soy Group,BA,553006053,215237355,0
2018,11,Soy Group,GO,125529557,50537694,0
2018,11,Soy Group,MA,58948930,23021468,0
2018,11,Soy Group,MG,190571832,75799909,0
2018,11,Soy Group,MS,344033005,134330872,0
2018,11,Soy Group,MT,363052322,143167941,0
2018,11,Soy Group,ND,290102481,113940171,0
2018,11,Soy Group,PA,34973125,14331010,0
2018,11,Soy Group,PI,75163773,29044825,0
2018,11,Soy Group,PR,1254017835,495782789,0
2018,11,Soy Group,RS,1184984525,468725434,0
2018,11,Soy Group,SC,137292358,53618265,0
2018,11,Soy Group,SP,117168986,46556590,0
2018,11,Soy Group,TO,73958920,28210367,0
2018,12,Soy Group,BA,493681704,192861062,0
2018,12,Soy Group,DF,10741518,3985466,0
2018,12,Soy Group,GO,216832928,83154368,0
2018,12,Soy Group,MA,85341060,32531144,0
2018,12,Soy Group,MG,233386554,88281057,0
2018,12,Soy Group,MS,120729629,46304779,0
2018,12,Soy Group,MT,441149250,171672032,0
2018,12,Soy Group,ND,301467786,117194189,0
2018,12,Soy Group,PI,113876131,44263597,0
2018,12,Soy Group,PR,760986287,293879429,0
2018,12,Soy Group,RS,1042099112,400299728,0
2018,12,Soy Group,SC,128228978,50128734,0
2018,12,Soy Group,SP,56703824,22369483,0
2018,12,Soy Group,TO,64866084,25252573,0
2019,1,Soy Group,AM,21434816,7677952,0
2019,1,Soy Group,BA,160792401,63163810,0
2019,1,Soy Group,GO,128689196,49674117,0
2019,1,Soy Group,MA,61635977,23882782,0
2019,1,Soy Group,MG,47208531,18134717,0
2019,1,Soy Group,MS,34732327,13138913,0
2019,1,Soy Group,MT,347250199,129336962,0
2019,1,Soy Group,ND,77143915,28702363,0
2019,1,Soy Group,PI,68827223,27275860,0
2019,1,Soy Group,PR,575274401,217990637,0
2019,1,Soy Group,RR,25946788,9294142,0
2019,1,Soy Group,RS,301190140,110337899,0
2019,1,Soy Group,SC,80635106,31741995,0
2019,1,Soy Group,SP,28180947,10379304,0
2019,1,Soy Group,TO,37621762,14761583,0
2019,2,Soy Group,AM,23504225,8004390,0
2019,2,Soy Group,BA,71483947,27740107,0
2019,2,Soy Group,GO,588197277,210329162,0
2019,2,Soy Group,MA,19241511,6578909,0
2019,2,Soy Group,MG,146465111,52206242,0
