year,month,Product,UF,kg,US$_fob,km
2019,2,Soy Group,MS,177168530,63899026,0
2019,2,Soy Group,MT,2523318810,892755193,0
2019,2,Soy Group,PA,43315448,16414054,0
2019,2,Soy Group,PR,640358874,231600158,0
2019,2,Soy Group,RO,94148839,31891252,0
2019,2,Soy Group,SC,142595255,48719490,0
2019,2,Soy Group,SP,498644040,180183061,0
2019,3,Soy Group,BA,99626907,35164860,0
2019,3,Soy Group,DF,22702094,7947828,0
2019,3,Soy Group,GO,746194844,265687734,0
2019,3,Soy Group,MA,176915282,62931922,0
2019,3,Soy Group,MG,401878497,146786390,0
2019,3,Soy Group,MS,589830822,214439783,0
2019,3,Soy Group,MT,3320377525,1179494995,0
2019,3,Soy Group,ND,220001531,78466842,0
2019,3,Soy Group,PA,172554690,64066403,0
2019,3,Soy Group,PI,24384277,8965632,0
2019,3,Soy Group,PR,924280764,331246006,0
2019,3,Soy Group,RO,253759764,88453842,0
2019,3,Soy Group,RS,96186844,34239827,0
2019,3,Soy Group,SC,132424959,48163106,0
2019,3,Soy Group,SP,712367987,255117028,0
2019,3,Soy Group,TO,156834165,56267874,0
2019,4,Soy Group,BA,209978382,73770182,0
2019,4,Soy Group,DF,22965631,8318855,0
2019,4,Soy Group,GO,684108367,238195062,0
2019,4,Soy Group,MA,235424544,84256991,0
2019,4,Soy Group,MG,468205448,166378570,0
2019,4,Soy Group,MS,501807163,179996586,0
2019,4,Soy Group,MT,3149520272,1098530698,0
2019,4,Soy Group,ND,448256202,158771359,0
2019,4,Soy Group,PA,112488659,40370292,0
2019,4,Soy Group,PI,81524877,28608435,0
2019,4,Soy Group,PR,912070170,324075822,0
2019,4,Soy Group,RO,173923868,61767406,0
2019,4,Soy Group,RS,953545575,331411549,0
2019,4,Soy Group,SC,173630760,60177567,0
2019,4,Soy Group,SP,692269044,242072969,0
2019,4,Soy Group,TO,303607522,108622576,0
2019,5,Soy Group,BA,394153946,137227177,0
2019,5,Soy Group,DF,12983551,4370011,0
2019,5,Soy Group,GO,597733666,201935946,0
2019,5,Soy Group,MA,187334184,67590505,0
2019,5,Soy Group,MG,460288711,157734901,0
2019,5,Soy Group,MS,246577191,83714922,0
2019,5,Soy Group,MT,3293740389,1113555721,0
2019,5,Soy Group,ND,454046500,151006053,0
2019,5,Soy Group,PA,153189082,53166984,0
2019,5,Soy Group,PI,149355746,50084851,0
2019,5,Soy Group,PR,843493982,284212715,0
2019,5,Soy Group,RO,216706740,74310198,0
2019,5,Soy Group,RS,1522990462,515843509,0
2019,5,Soy Group,SC,182429199,61095539,0
2019,5,Soy Group,SP,577737955,199392476,0
2019,5,Soy Group,TO,407900534,142423759,0
2019,6,Soy Group,BA,233883075,78528277,0
2019,6,Soy Group,DF,17724447,6036852,0
2019,6,Soy Group,GO,433515219,146736432,0
2019,6,Soy Group,MA,337951978,113651365,0
2019,6,Soy Group,MG,369167630,126527219,0
2019,6,Soy Group,MS,368134659,123002548,0
2019,6,Soy Group,MT,2711532604,909018602,0
2019,6,Soy Group,ND,453336795,155807443,0
2019,6,Soy Group,PA,347234196,118346372,0
2019,6,Soy Group,PI,125466926,42422512,0
2019,6,Soy Group,PR,770580734,262877739,0
2019,6,Soy Group,RO,109894991,36207352,0
2019,6,Soy Group,RS,1114167410,380851386,0
2019,6,Soy Group,SC,275862686,90163036,0
2019,6,Soy Group,SP,497593606,167027230,0
2019,6,Soy Group,TO,263232635,86813650,0
2019,7,Soy Group,BA,219581341,75643912,0
2019,7,Soy Group,DF,24465921,8438369,0
2019,7,Soy Group,GO,504992452,176532253,0
2019,7,Soy Group,MA,504370582,172376553,0
2019,7,Soy Group,MG,334466699,116873042,0
2019,7,Soy Group,MS,232796459,79522468,0
2019,7,Soy Group,MT,1576684688,545710458,0
2019,7,Soy Group,ND,337770000,122847378,0
2019,7,Soy Group,PA,249776567,86062935,0
2019,7,Soy Group,PI,114430461,40399078,0
2019,7,Soy Group,PR,873680786,306163156,0
2019,7,Soy Group,RO,83515375,28857753,0
2019,7,Soy Group,RS,1580890040,561143458,0
2019,7,Soy Group,SC,211803096,71515186,0
2019,7,Soy Group,SP,324543495,113663717,0
2019,7,Soy Group,TO,266088301,91538324,0
2019,8,Soy Group,BA,484777535,167177796,0
2019,8,Soy Group,DF,11988905,4188619,0
2019,8,Soy Group,GO,201380598,71091781,0
2019,8,Soy Group,MA,139224443,48136003,0
2019,8,Soy Group,MG,222589568,78063596,0
2019,8,Soy Group,MS,231947270,80670536,0
2019,8,Soy Group,MT,713861269,251029676,0
2019,8,Soy Group,ND,373096083,135547107,0
2019,8,Soy Group,PA,128308196,44466735,0
2019,8,Soy Group,PI,152006482,52400385,0
2019,8,Soy Group,PR,781695666,273992313,0
2019,8,Soy Group,RO,40208575,13986574,0
2019,8,Soy Group,RS,1101286981,395325194,0
2019,8,Soy Group,SC,139905455,48493535,0
2019,8,Soy Group,SP,87499841,31001244,0
2019,8,Soy Group,TO,139613268,48389828,0
2019,9,Soy Group,BA,528925612,184682358,0
2019,9,Soy Group,GO,162573227,58363894,0
2019,9,Soy Group,MA,177728352,61647899,0
2019,9,Soy Group,MG,257909275,93803390,0
2019,9,Soy Group,MS,113071846,40053921,0
2019,9,Soy Group,MT,579771486,207238209,0
2019,9,Soy Group,ND,197950000,71346184,0
2019,9,Soy Group,PA,105359878,36931879,0
2019,9,Soy Group,PI,145563490,50389003,0
2019,9,Soy Group,PR,599062048,208987756,0
2019,9,Soy Group,RS,1265937692,455487879,0
2019,9,Soy Group,SC,161209396,56390980,0
2019,9,Soy Group,SP,66669443,24337983,0
2019,9,Soy Group,TO,212015856,73282880,0
2019,10,Soy Group,AP,26449349,8728284,0
2019,10,Soy Group,BA,535572700,189170114,0
2019,10,Soy Group,DF,11079840,4056633,0
2019,10,Soy Group,GO,214617176,78423511,0
2019,10,Soy Group,MA,126884173,44534035,0
2019,10,Soy Group,MG,137498518,49554867,0
2019,10,Soy Group,MS,172275689,61360460,0
2019,10,Soy Group,MT,437577950,157377215,0
2019,10,Soy Group,ND,340440866,121385137,0
2019,10,Soy Group,PA,67453617,24117869,0
2019,10,Soy Group,PI,111794710,38845297,0
2019,10,Soy Group,PR,879677141,315908215,0
2019,10,Soy Group,RR,33240943,12068134,0
2019,10,Soy Group,RS,1660317941,605419409,0
2019,10,Soy Group,SC,119602540,42846427,0
2019,10,Soy Group,SP,94656553,34935830,0
2019,10,Soy Group,TO,106401335,36715946,0
2019,11,Soy Group,BA,292956753,106679240,0
2019,11,Soy Group,GO,193975550,68996905,0
2019,11,Soy Group,MA,207993575,73831819,0
2019,11,Soy Group,MG,198400425,72409265,0
2019,11,Soy Group,MS,209148488,76396205,0
2019,11,Soy Group,MT,577524121,210727056,0
2019,11,Soy Group,ND,498724000,182052650,0
2019,11,Soy Group,PA,31612346,11457451,0
2019,11,Soy Group,PI,164595766,59277422,0
2019,11,Soy Group,PR,993709148,361878404,0
2019,11,Soy Group,RR,29933646,11381739,0
2019,11,Soy Group,RS,1161312609,432858914,0
2019,11,Soy Group,SC,135256888,48964839,0
2019,11,Soy Group,SP,133592794,48663522,0
2019,11,Soy Group,TO,112270934,39979347,0
2019,12,Soy Group,BA,15196703,5625505,0
2019,12,Soy Group,GO,240310782,88582741,0
2019,12,Soy Group,MA,74733223,26748782,0
2019,12,Soy Group,MG,148923407,55040045,0
2019,12,Soy Group,MS,48953304,18004835,0
2019,12,Soy Group,MT,492431629,183267233,0
2019,12,Soy Group,ND,363141500,129060295,0
2019,12,Soy Group,PA,24253881,8282869,0
2019,12,Soy Group,PI,21283356,7829019,0
2019,12,Soy Group,PR,740523006,269009857,0
2019,12,Soy Group,RR,22141951,8313201,0
2019,12,Soy Group,RS,855549514,310457454,0
2019,12,Soy Group,SC,105146260,38365208,0
2019,12,Soy Group,SP,41203628,14869696,0
2019,12,Soy Group,TO,67799948,24404815,0
2020,1,Soy Group,BA,21131163,7632293,0
2020,1,Soy Group,GO,56505501,20991173,0
2020,1,Soy Group,MA,83946435,29792135,0
2020,1,Soy Group,MG,54898519,20376393,0
2020,1,Soy Group,MT,353368057,124739586,0
2020,1,Soy Group,PA,89507880,32616992,0
2020,1,Soy Group,PI,53346775,18866422,0
2020,1,Soy Group,PR,395270403,144314356,0
2020,1,Soy Group,RO,13911304,4934365,0
2020,1,Soy Group,RS,148006128,53590552,0
2020,1,Soy Group,SC,62994404,23879587,0
2020,1,Soy Group,SP,28326634,10190097,0
2020,1,Soy Group,TO,18858538,6648992,0
2020,2,Soy Group,GO,336446464,117456689,0
2020,2,Soy Group,MA,33737089,12182225,0
2020,2,Soy Group,MG,69623945,24773189,0
2020,2,Soy Group,MS,64763885,22517960,0
2020,2,Soy Group,MT,2793781374,980857333,0
2020,2,Soy Group,ND,15000000,5173500,0
2020,2,Soy Group,PA,51396593,18715056,0
2020,2,Soy Group,PE,16730788,5697000,0
2020,2,Soy Group,PR,760324801,263558451,0
2020,2,Soy Group,RO,119812465,41945280,0
2020,2,Soy Group,RS,96473833,33987128,0
2020,2,Soy Group,SC,134472231,46519604,0
2020,2,Soy Group,SP,315941353,110513745,0
2020,3,Soy Group,AL,19898183,6847778,0
2020,3,Soy Group,BA,180683032,61121691,0
2020,3,Soy Group,GO,1224687802,422427471,0
2020,3,Soy Group,MA,222269664,76305665,0
2020,3,Soy Group,MG,570386763,199662606,0
2020,3,Soy Group,MS,709874035,244516596,0
2020,3,Soy Group,MT,3681782743,1272529875,0
2020,3,Soy Group,ND,30700000,10964261,0
2020,3,Soy Group,PA,135491394,47531225,0
2020,3,Soy Group,PR,1511312565,520076270,0
2020,3,Soy Group,RO,334376341,114446264,0
2020,3,Soy Group,RS,497990569,170882960,0
2020,3,Soy Group,SC,235596506,80516325,0
2020,3,Soy Group,SP,944572008,325338472,0
2020,3,Soy Group,TO,360256993,124167425,0
2020,4,Soy Group,BA,402980980,136332136,0
2020,4,Soy Group,DF,19777337,6620149,0
2020,4,Soy Group,GO,1155314465,391952836,0
2020,4,Soy Group,MA,284145218,95142454,0
2020,4,Soy Group,MG,911407925,311449325,0
2020,4,Soy Group,MS,945964105,319423517,0
2020,4,Soy Group,MT,4248543260,1431952698,0
2020,4,Soy Group,ND,220550000,83224240,0
2020,4,Soy Group,PA,294957258,100568833,0
2020,4,Soy Group,PI,118836106,39985740,0
2020,4,Soy Group,PR,2211095139,748702752,0
2020,4,Soy Group,RO,228756232,75688635,0
2020,4,Soy Group,RS,1368955199,463543694,0
2020,4,Soy Group,SC,495929577,165972245,0
2020,4,Soy Group,SP,1295329854,439523823,0
2020,4,Soy Group,TO,551083792,188621269,0
2020,5,Soy Group,BA,321531666,107016072,0
2020,5,Soy Group,DF,16522617,5497240,0
2020,5,Soy Group,GO,1412787612,472441251,0
2020,5,Soy Group,MA,305570996,101523951,0
2020,5,Soy Group,MG,915122582,313428404,0
2020,5,Soy Group,MS,784814219,259012294,0
2020,5,Soy Group,MT,4205777812,1394291344,0
2020,5,Soy Group,ND,281000000,103588780,0
2020,5,Soy Group,PA,400638488,132314040,0
2020,5,Soy Group,PI,196986200,65617973,0
2020,5,Soy Group,PR,1435300268,472981168,0
2020,5,Soy Group,RO,128192340,42624236,0
2020,5,Soy Group,RS,1678981047,558431093,0
2020,5,Soy Group,SC,288843425,95256913,0
2020,5,Soy Group,SP,1071890431,354939365,0
2020,5,Soy Group,TO,562523589,188217171,0
2020,6,Soy Group,BA,408576381,137655548,0
2020,6,Soy Group,DF,24701919,8131182,0
2020,6,Soy Group,GO,1394252827,465828762,0
2020,6,Soy Group,MA,447935848,149434595,0
2020,6,Soy Group,MG,755737008,255455443,0
2020,6,Soy Group,MS,667144369,222620121,0
2020,6,Soy Group,MT,3593984618,1210255362,0
2020,6,Soy Group,ND,285500000,106018700,0
2020,6,Soy Group,PA,505882965,169285153,0
2020,6,Soy Group,PI,159078700,52686362,0
2020,6,Soy Group,PR,1477281844,494449293,0
2020,6,Soy Group,RO,169561211,57096363,0
2020,6,Soy Group,RS,1441781936,493932492,0
2020,6,Soy Group,SC,234527145,79186699,0
2020,6,Soy Group,SP,599884829,201200284,0
2020,6,Soy Group,TO,349862477,117080802,0
2020,7,Soy Group,BA,515595649,175866610,0
2020,7,Soy Group,DF,16070653,5568715,0
2020,7,Soy Group,GO,890105596,309755909,0
2020,7,Soy Group,MA,374580907,126758995,0
2020,7,Soy Group,MG,420608437,145975459,0
2020,7,Soy Group,MS,545482776,187510577,0
2020,7,Soy Group,MT,1808155877,620035734,0
2020,7,Soy Group,ND,391000000,147011240,0
2020,7,Soy Group,PA,471175563,160758284,0
2020,7,Soy Group,PI,159952335,55158853,0
2020,7,Soy Group,PR,1574668966,548195709,0
2020,7,Soy Group,RO,174193352,57802723,0
2020,7,Soy Group,RS,1637563459,581995202,0
2020,7,Soy Group,SC,238657758,82726169,0
2020,7,Soy Group,SP,391641734,137057921,0
2020,7,Soy Group,TO,284801211,96142582,0
2020,8,Soy Group,BA,431317151,152059002,0
2020,8,Soy Group,DF,12875863,4434741,0
2020,8,Soy Group,GO,563929665,198515520,0
2020,8,Soy Group,MA,187477991,63739648,0
2020,8,Soy Group,MG,368325009,127404722,0
2020,8,Soy Group,MS,371567968,126700920,0
2020,8,Soy Group,MT,622717731,221725904,0
2020,8,Soy Group,ND,155500000,59306760,0
2020,8,Soy Group,PA,127729875,44937485,0
2020,8,Soy Group,PI,119481722,40626726,0
2020,8,Soy Group,PR,1326936764,464717287,0
2020,8,Soy Group,RO,49533343,17629367,0
2020,8,Soy Group,RS,1020360654,371701924,0
2020,8,Soy Group,SC,166453061,61203145,0
2020,8,Soy Group,SP,150641524,52755512,0
2020,8,Soy Group,TO,136940626,47285413,0
2020,9,Soy Group,AP,25014789,8757440,0
2020,9,Soy Group,BA,410360866,147451561,0
2020,9,Soy Group,GO,198107537,72669821,0
2020,9,Soy Group,MA,183968560,64333317,0
2020,9,Soy Group,MG,263397502,96891213,0
2020,9,Soy Group,MS,268882888,96487667,0
2020,9,Soy Group,MT,357011299,133040299,0
2020,9,Soy Group,ND,161319564,71646894,0
2020,9,Soy Group,PA,66685742,23602770,0
2020,9,Soy Group,PI,189336426,66588610,0
2020,9,Soy Group,PR,1318259579,472943539,0
2020,9,Soy Group,RR,29544176,10093504,0
2020,9,Soy Group,RS,509064087,191420568,0
2020,9,Soy Group,SC,63622925,23551212,0
2020,9,Soy Group,SP,72278492,26169848,0
2020,9,Soy Group,TO,130691898,45942853,0
2020,10,Soy Group,BA,586289277,219279503,0
2020,10,Soy Group,GO,67282435,24506145,0
2020,10,Soy Group,MA,133497329,50954695,0
2020,10,Soy Group,MG,91589423,34324693,0
2020,10,Soy Group,MS,32446319,11368751,0
2020,10,Soy Group,MT,271476741,101065771,0
2020,10,Soy Group,ND,31542940,11845373,0
2020,10,Soy Group,PA,51951455,18343357,0
2020,10,Soy Group,PI,141077195,50012685,0
2020,10,Soy Group,PR,782932142,278928782,0
2020,10,Soy Group,RR,37845729,14768089,0
2020,10,Soy Group,RS,65249473,23471910,0
2020,10,Soy Group,SP,25812545,9021857,0
2020,10,Soy Group,TO,92399101,33451270,0
2020,11,Soy Group,AP,10626212,4554688,0
2020,11,Soy Group,BA,407313682,154811519,0
2020,11,Soy Group,GO,18516577,7021274,0
2020,11,Soy Group,MA,38625261,13981486,0
2020,11,Soy Group,MG,69813535,27482508,0
2020,11,Soy Group,MT,82736260,32679677,0
2020,11,Soy Group,ND,95828446,38573785,0
2020,11,Soy Group,PI,22834726,8004917,0
2020,11,Soy Group,PR,581703095,199841386,0
2020,11,Soy Group,RR,27625152,12003678,0
2020,11,Soy Group,TO,54971007,20375175,0
2020,12,Soy Group,BA,70957268,25033014,0
2020,12,Soy Group,MG,69437787,25026120,0
2020,12,Soy Group,MT,40228288,19447891,0
2020,12,Soy Group,PA,30300545,10484292,0
2020,12,Soy Group,PI,15200000,5333857,0
2020,12,Soy Group,PR,28903770,10856427,0
2021,1,Soy Group,PR,45618616,21790661,0
2021,2,Soy Group,DF,16213054,8688907,0
2021,2,Soy Group,GO,164922731,62766401,0
2021,2,Soy Group,MA,39053762,15297726,0
2021,2,Soy Group,MG,31037485,13275221,0
2021,2,Soy Group,MS,24176585,9313694,0
2021,2,Soy Group,MT,1973148564,771761824,0
2021,2,Soy Group,PA,13843914,4709466,0
2021,2,Soy Group,PR,111215431,42926712,0
2021,2,Soy Group,RO,83199894,29768236,0
2021,2,Soy Group,RR,9656289,4615410,0
2021,2,Soy Group,SP,154644686,62314527,0
2021,2,Soy Group,TO,13743126,5984414,0
2021,3,Soy Group,BA,126342304,56556096,0
2021,3,Soy Group,DF,14307628,6895146,0
2021,3,Soy Group,GO,1519225984,597137493,0
2021,3,Soy Group,MA,217415039,85181222,0
2021,3,Soy Group,MG,635156416,255058226,0
2021,3,Soy Group,MS,679186694,275158383,0
2021,3,Soy Group,MT,5327615469,2138759363,0
2021,3,Soy Group,PA,152824691,54542529,0
2021,3,Soy Group,PI,48977543,21974164,0
2021,3,Soy Group,PR,1569252911,621645775,0
2021,3,Soy Group,RO,479118292,176454095,0
2021,3,Soy Group,RS,271511250,113773762,0
2021,3,Soy Group,SC,86334294,33523458,0
2021,3,Soy Group,SP,1060584869,407367054,0
2021,3,Soy Group,TO,350754569,139199864,0
2021,4,Soy Group,BA,453936844,193678029,0
2021,4,Soy Group,DF,29877561,12835104,0
2021,4,Soy Group,GO,1615270439,640549891,0
2021,4,Soy Group,MA,390202771,169689543,0
2021,4,Soy Group,MG,1073213050,444761099,0
2021,4,Soy Group,MS,1074340252,426046556,0
2021,4,Soy Group,MT,4575334493,1907058596,0
2021,4,Soy Group,ND,11900000,4493241,0
2021,4,Soy Group,PA,340810088,125033351,0
2021,4,Soy Group,PI,200488298,78703783,0
2021,4,Soy Group,PR,1929640216,796723973,0
2021,4,Soy Group,RO,362882804,138652425,0
2021,4,Soy Group,RS,1780802682,790620305,0
2021,4,Soy Group,SC,346025657,148526698,0
2021,4,Soy Group,SP,1093862111,450091292,0
2021,4,Soy Group,TO,754961231,308023653,0
2021,5,Soy Group,BA,489052437,209921814,0
2021,5,Soy Group,DF,16379490,7173372,0
2021,5,Soy Group,GO,1329842915,588321989,0
2021,5,Soy Group,MA,415436015,175233419,0
2021,5,Soy Group,MG,1096692662,490389628,0
2021,5,Soy Group,MS,967974393,414831741,0
2021,5,Soy Group,MT,4455062141,2011543075,0
2021,5,Soy Group,ND,12016789,4415449,0
2021,5,Soy Group,PA,441918355,173500708,0
2021,5,Soy Group,PI,299535152,125679731,0
2021,5,Soy Group,PR,1555237575,672947052,0
2021,5,Soy Group,RO,177809212,76117240,0
2021,5,Soy Group,RS,1901711462,945061426,0
2021,5,Soy Group,SC,355872474,151565459,0
2021,5,Soy Group,SP,854270887,396685724,0
2021,5,Soy Group,TO,501252956,216694002,0
2021,6,Soy Group,BA,569825527,274579857,0
2021,6,Soy Group,DF,14407203,7365145,0
2021,6,Soy Group,GO,1079874947,487904225,0
2021,6,Soy Group,MA,467574612,218181435,0
2021,6,Soy Group,MG,730201955,331332486,0
2021,6,Soy Group,MS,651012786,289624302,0
2021,6,Soy Group,MT,3542388740,1706192558,0
2021,6,Soy Group,ND,34017136,13999915,0
2021,6,Soy Group,PA,406132389,176292146,0
2021,6,Soy Group,PI,136613465,61003576,0
2021,6,Soy Group,PR,874437190,373760395,0
2021,6,Soy Group,RO,210757920,111750679,0
2021,6,Soy Group,RS,1337924076,659834447,0
2021,6,Soy Group,SC,108784036,55224162,0
2021,6,Soy Group,SP,523067603,239881931,0
2021,6,Soy Group,TO,334874684,149231354,0
2021,7,Soy Group,BA,471941163,218308120,0
2021,7,Soy Group,GO,664354654,288676997,0
2021,7,Soy Group,MA,548967406,235358172,0
2021,7,Soy Group,MG,390780078,172969186,0
2021,7,Soy Group,MS,660929400,292481754,0
2021,7,Soy Group,MT,1852060733,877264252,0
2021,7,Soy Group,ND,57541533,30970634,0
2021,7,Soy Group,PA,299071150,133010473,0
2021,7,Soy Group,PI,223631811,88313367,0
2021,7,Soy Group,PR,1283018225,573619900,0
2021,7,Soy Group,RO,145980427,80118137,0
2021,7,Soy Group,RS,1359397317,675451067,0
2021,7,Soy Group,SC,128225966,59853356,0
2021,7,Soy Group,SP,320558579,135299108,0
2021,7,Soy Group,TO,228698627,103454003,0
2021,8,Soy Group,BA,571740668,284234391,0
2021,8,Soy Group,GO,280550954,138352195,0
2021,8,Soy Group,MA,306809252,138409401,0
2021,8,Soy Group,MG,187095876,98642071,0
2021,8,Soy Group,MS,329754938,161496932,0
2021,8,Soy Group,MT,684573379,337909471,0
2021,8,Soy Group,PA,157497580,74682825,0
2021,8,Soy Group,PI,258307408,119703627,0
2021,8,Soy Group,PR,936700289,409144511,0
2021,8,Soy Group,RO,36658298,20025098,0
2021,8,Soy Group,RS,2122478466,1060228683,0
2021,8,Soy Group,SC,132445158,67947802,0
2021,8,Soy Group,SP,202423001,102397384,0
2021,8,Soy Group,TO,265980992,123677685,0
2021,9,Soy Group,BA,583221278,305558649,0
2021,9,Soy Group,GO,122441266,61167333,0
2021,9,Soy Group,MA,199527951,97082274,0
2021,9,Soy Group,MG,143652787,78439308,0
2021,9,Soy Group,MS,219050790,107155087,0
2021,9,Soy Group,MT,389208712,202394847,0
2021,9,Soy Group,ND,19479025,9600737,0
2021,9,Soy Group,PA,96259483,47387023,0
2021,9,Soy Group,PI,219590144,106296787,0
2021,9,Soy Group,PR,885076930,414834390,0
2021,9,Soy Group,RO,24908379,13774967,0
2021,9,Soy Group,RR,15569321,8564369,0
2021,9,Soy Group,RS,1391854952,736650650,0
2021,9,Soy Group,SC,77546911,36955925,0
2021,9,Soy Group,SP,240964762,127747164,0
2021,9,Soy Group,TO,193234771,99494054,0
2021,10,Soy Group,BA,342719110,177276434,0
2021,10,Soy Group,GO,90804029,48233651,0
2021,10,Soy Group,MA,108359314,53606298,0
2021,10,Soy Group,MG,112171450,59009027,0
2021,10,Soy Group,MS,99190305,50350415,0
2021,10,Soy Group,MT,190683236,102099331,0
2021,10,Soy Group,ND,12481310,5031714,0
2021,10,Soy Group,PI,73602987,37806171,0
2021,10,Soy Group,PR,404217478,209291873,0
2021,10,Soy Group,RS,1467390458,772722706,0
2021,10,Soy Group,SC,73612735,39342399,0
2021,10,Soy Group,SP,130677557,67461324,0
2021,10,Soy Group,TO,163733061,85226201,0
2021,11,Soy Group,BA,208739026,110831653,0
2021,11,Soy Group,GO,227983645,116719438,0
2021,11,Soy Group,MA,27154908,14191002,0
2021,11,Soy Group,MG,143569489,74404986,0
2021,11,Soy Group,MS,226144288,117109569,0
2021,11,Soy Group,MT,250375635,129250154,0
2021,11,Soy Group,ND,11111000,5827669,0
2021,11,Soy Group,PR,575949890,287397506,0
2021,11,Soy Group,RR,20681933,10501038,0
2021,11,Soy Group,RS,460534428,235017882,0
2021,11,Soy Group,SC,106959315,54948025,0
2021,11,Soy Group,SP,244872858,121515221,0
2021,11,Soy Group,TO,74289695,38714759,0
2021,12,Soy Group,BA,166061242,82593555,0
2021,12,Soy Group,DF,17136779,8656209,0
2021,12,Soy Group,GO,315152230,161438003,0
2021,12,Soy Group,MA,73775642,30766885,0
2021,12,Soy Group,MG,123900230,62998644,0
2021,12,Soy Group,MS,275411055,140540078,0
2021,12,Soy Group,MT,408998352,201466983,0
2021,12,Soy Group,ND,79492859,38056352,0
2021,12,Soy Group,PA,10805879,5720219,0
2021,12,Soy Group,PI,37506776,17669931,0
2021,12,Soy Group,PR,473148553,237001837,0
2021,12,Soy Group,RR,97496090,48444350,0
2021,12,Soy Group,RS,444247092,227312817,0
2021,12,Soy Group,SC,35072976,17436938,0
2021,12,Soy Group,SP,127320622,65261036,0
2021,12,Soy Group,TO,22953203,11801253,0
2022,1,Soy Group,BA,141274731,66014769,0
2022,1,Soy Group,GO,336530060,173597493,0
2022,1,Soy Group,MG,158970372,81343129,0
2022,1,Soy Group,MS,299465233,151967609,0
